,Brewery,Beer Name,Style,ABV,IBU,SRM
1337,Heist Brewery,Cross Variation,Other Belgian-Style Ales,7.3,20.0,35
1338,Lift Bridge Brewing Co.,Crosscut Pale Ale,American-Style Pale Ale,5.5,55.0,13
1339,Icicle Brewing Company,Crosscut Pilsner,German-Style Pilsener,5.0,28.0,3
1340,Bow & Arrow Brewing Co,Crossed Arrows Scotch Ale,Scotch Ale,7.2,15.0,21
1341,The Cannon Brewpub,Crossing the Border,International-Style Pilsener,5.7,18.0,4
1342,Crow Hop Brewing Co,Crow Hop's Ipa,American-Style India Pale Ale,6.5,86.0,10
1343,Roundhouse Brewery,Crow Wing Cream Ale,American-Style Cream Ale or Lager,5.8,17.0,4
1344,Braxton Brewing Company,Crowbar,American-Style India Pale Ale,5.9,132.0,30
1345,Crow Peak Brewing Company,Crowcoanut Porter,Field Beer,8.2,21.0,41
1346,Base Camp Brewing Company,Crusher,Kellerbier (Cellar beer) or Zwickelbier - Ale,4.1,14.0,4
1347,Iron Hill Brewery,Crusher™,Session Beer,5.0,48.0,2
1348,Maplewood Brewing Company,Crushinator,Session India Pale Ale,4.5,32.0,6
1349,Steel String Brewery,Cryin’ Holy IIPA,Imperial or Double India Pale Ale,8.7,85.0,9
1350,Scorched Earth Brewing Co.,Crypt Keeper,Pumpkin Beer,8.3,25.0,41
1351,Starr Hill Brewery,Cryptical,American-Style Imperial Stout,7.5,70.0,41
1352,Crystal Springs Brewing Co,CSBC Gose,Contemporary Gose,4.4,9.5,4
1353,High Cotton Brewing Co,CTZar,American-Style India Pale Ale,6.2,78.0,12
1354,Cigar City Brewing,Cubano-Style Espresso,American-Style Brown Ale,5.5,25.0,24
1355,Mill House Brewing Company,Cucumber Blessings,American-Style Cream Ale or Lager,5.2,17.0,4
1356,Cogstone Brewing Company,Cucumber Cream Ale,Field Beer,5.6,18.0,3
1357,Cigar City Brewing,Cucumber Saison,French & Belgian-Style Saison,5.0,10.0,6
1358,Tioga-Sequioa Brewing Co,Cucumbier - Cucumber Pilsner,German-Style Pilsener,4.9,22.0,4
1359,The Bruery,Cuir (2011),Old Ale,14.5,45.0,20
1360,The Bruery,Cuivre,Old Ale,16.2,25.0,35
1361,Long Trail Brewing Co,Culmination,American-Style Imperial Porter,9.3,54.0,41
1362,Adroit Theory Brewing Company,Cult 022: Ichabod's Breakfast,Sweet or Cream Stout,9.2,40.0,37
1363,Adroit Theory Brewing Company,Cult 024: Ichabod's Elixer,Pumpkin Beer,8.0,30.0,18
1364,Short's Brewing Company,Cup A Joe,Sweet or Cream Stout,7.0,35.0,40
1365,Veterans United Craft Brewery,Cup O’ Joe,Oatmeal Stout,4.7,32.0,27
1366,Founders Brewing Company,Curmudgeon Old Ale,Old Ale,9.8,50.0,21
1367,The Prodigal Brewery,Curse of the Rye-Wolf,German-Style Rye Ale (Roggenbier) with or without Yeast,4.7,26.0,12
1368,Tennessee Brew Works,Cutaway,Rye Ale or Lager with or without Yeast,6.0,55.0,6
1369,Uinta Brewing Company,Cutthroat Pale Ale,Ordinary Bitter,4.0,34.0,16
1370,Blind Tiger Brewery & Restaurant,Cuvée de René,Belgian-Style Fruit Lambic,6.9,16.0,26
1371,Lakewood Brewing Company,Cuvée de Vélo,Brett Beer,5.3,20.0,5
1372,Euryale Brewing Company,Cyclopes Coconut Porter,Brown Porter,6.0,33.3,29
1373,Flat Earth Brewing Company,Cygnus X-1 Porter,Brown Porter,6.5,45.0,25
1374,Surly Brewing Company,Cynic,French & Belgian-Style Saison,6.5,33.0,10
1375,Paddock wood brewing co.,Czech Mate,International-Style Pilsener,5.2,40.0,6
1376,Red Lodge Ales Brewing Company,Czech Mate Pilsner,Bohemian-Style Pilsener,5.2,24.5,4
1377,Herkimer Pub & Brewery,Czech Pilsner,International-Style Pilsener,5.4,41.0,4
1378,Bandwagon Brew Pub,C’est L’amor,Belgian-Style Pale Strong Ale,9.5,24.0,6
1379,Pappy Slokum Brewing Co.,D'Bag Jimmy,Belgian-Style Pale Ale,5.4,27.0,8
1380,Slanted Rock Brewing Company,D.N.T Scotch Ale,Scotch Ale,8.0,26.0,23
1381,Rhinegeist,Dad,American-Style Amber/Red Ale,6.0,60.0,17
1382,Rogue Ales,Dad’s Little Helper,Old Ale,7.2,25.0,10
1383,Stoup Brewing,Dagon* Golden Strong Ale,Belgian-Style Pale Strong Ale,8.7,35.0,6
1384,Salty Nut Brewery,Dahkness Stout,American-Style Stout,6.4,19.0,35
1385,Funkwerks,Dahlia,Belgian-Style Dubbel,7.0,19.0,18
1386,Herkimer Pub & Brewery,Daily Pils,German-Style Pilsener,5.0,35.0,2
1387,Brasserie St. James,Daily Wages Saison,French & Belgian-Style Saison,6.7,22.0,4
1388,Oskar Blues Brewery,Dale's Pale Ale,American-Style Pale Ale,6.5,65.0,13
1389,Tin Man Brewing Company,Damascene Apricot Sour,Fruit Beer,5.2,12.0,4
1390,The Explorium Brewpub,Damn! That's Good! Double IPA,Imperial or Double India Pale Ale,9.1,74.0,10
1391,Adelbert's Brewery,Dancin' Monks,Belgian-Style Dubbel,7.2,22.0,24
1392,The Booth Brewing Co.,Dancing Cow Milk Stout (???),Sweet or Cream Stout,4.9,24.0,35
1393,Cedar Creek Brewery,Dankosaurus IPA,American-Style India Pale Ale,6.8,65.0,6
1394,Bier Brewery & Taproom,Dankzilla,Imperial or Double India Pale Ale,7.3,82.0,13
1395,Sleepy Owl Brewery,Dara’s Pale Ale,American-Style Pale Ale,5.5,34.8,11
1396,Bull Island Brewing Company,Dare Double Stout,British-Style Imperial Stout,8.4,57.0,41
1397,Sibling Revelry  Brewing,Dark Ale,American-Style Black Ale,6.3,30.0,41
1398,Black Duck Brewery,Dark Ale,English-Style Dark Mild Ale,4.0,27.0,41
1399,Ground Breaker Brewing,Dark Ale,Gluten-Free Beer,5.5,35.0,25
1400,Northern Monk Brew Co,Dark Arches,American-Style India Pale Ale,6.7,60.0,41
1401,Old World Brewery,Dark Knight Porter,Robust Porter,6.8,28.0,41
1402,Three Floyds Brewing Company,Dark Lord,American-Style Imperial Stout,15.0,50.0,41
1403,Roosterfish Brewing Co.,Dark Nut Brown Ale,English-Style Pale Mild Ale,5.2,41.6,27
1404,Founders Brewing Company,Dark Penance,Imperial or Double India Pale Ale,8.9,100.0,40
1405,Municipal Brew Works,Dark Shell,American-Style India Pale Ale,5.8,65.0,38
1406,Max Lager's Wood-Fired Grill & Brewery,Dark Side,American-Style Black Ale,8.0,70.0,24
1407,Silver Moon Brewing,Dark Side Stout,American-Style Stout,6.9,45.0,40
1408,Starr Hill Brewery,Dark Starr Stout,Classic Irish-Style Dry Stout,4.2,35.0,41
1409,Branchline Brewing Co.,Dark Territory Oatmeal Stout,Oatmeal Stout,6.4,49.0,31
1410,Branchline Brewing Co.,Dark Territory Oatmeal Stout Nitro,Oatmeal Stout,6.4,49.0,31
1411,NoDa Brewing Company,Dark Thymes,French & Belgian-Style Saison,6.1,28.0,31
1412,Boulevard Brewing Company,Dark Truth Stout,American-Style Imperial Stout,9.7,60.0,41
1413,Saugatuck Brewing Company,Darker Than Your Soul,American-Style Stout,6.5,54.0,41
1414,Surly Brewing Company,Darkness,American-Style Imperial Stout,9.8,85.0,41
1415,Four Seasons Brewing Co.,Darkside of the Pint,Oatmeal Stout,5.8,26.0,32
1416,Three Pints Brewing Co.,Darth Farmer,French & Belgian-Style Saison,6.6,34.9,30
1417,Moon Dog,Dasher's Envy (Xmas),Other Belgian-Style Ales,8.0,25.0,34
1418,Petaluma Hills Brewing Co,Dated * 1858,American-Style India Pale Ale,6.9,86.1,19
1419,Scenic Brewing Company,Davenport Smoked Ale,Smoke Beer (Lager or Ale),5.0,24.0,19
1420,Cervecería Mexicana,Day of the Dead Pale Ale,American-Style Amber/Red Ale,4.8,30.0,13
1421,Stoup Brewing,Day Trip IPA,American-Style India Pale Ale,7.8,75.0,6
1422,Lagunitas Brewing Company,DayTime Ale,Session India Pale Ale,4.65,54.2,5
1423,Eudora Brewing Company,Daytonian Rhapsody™,Bohemian-Style Pilsener,5.5,34.0,5
1424,Firestone Walker Brewing Company,DBA (Double Barrel Ale),Special Bitter or Best Bitter,5.0,30.0,14
1425,Tioga-Sequioa Brewing Co,DDH (Double Dry Hopped) Gen. Sherman IPA,American-Style India Pale Ale,7.5,65.0,9
1426,Laughing Dog Brewing,De Achste Hond Peach Sour,American-Style Sour Ale,7.0,27.0,7
1427,Braxton Brewing Company,Dead Blow,Foreign (Export)-Style Stout,7.2,27.0,35
1428,Braxton Brewing Company,Dead Blow Brewed w/ Started Coffee,American-Style Stout,7.2,27.0,35
1429,Cellar Dweller,Dead Dweller,Classic English-Style Pale Ale,5.6,37.8,11
1430,Rogue Ales,Dead Guy Ale,German-Style Heller Bock/Maibock,6.5,40.0,16
1431,Port Jefferson Brewing Company,Dead Ryes Ryes-N-Bock,Rye Ale or Lager with or without Yeast,7.2,68.0,6
1432,Black Bear Microbrew,Dead Sled,Scotch Ale,7.0,32.0,12
1433,Triton Brewing Company,Deadeye Stout,American-Style Stout,5.5,28.0,41
1434,DESTIHL Brewery,Deadhead Double Red Ale,Imperial Red Ale,10.0,92.0,17
1435,The Knuckle Brewing Company,Deadman Mountain Breakfast Stout,Oatmeal Stout,5.3,60.0,41
1436,Raleigh Brewing Company,Dear 'ol Dixie,American-Style Pale Ale,5.6,48.0,8
1437,Crabtree Brewing Company,Dearfield Ale,Golden or Blonde Ale,4.8,11.4,3
1438,Taxman Brewing Company,Death & Taxes (2016),Wood- and Barrel-Aged Dark Beer,13.8,55.0,41
1439,Oskar Blues Brewery,Death By Coconut,Brown Porter,6.5,25.0,40
1440,Olde Hickory Brewery,Death By Hops,Imperial or Double India Pale Ale,7.0,108.0,7
1441,Ska Brewing Company,Decadent Imperial IPA,Imperial or Double India Pale Ale,10.0,99.0,14
1442,Foothills Brewing Company,December IPA of the Month (2014),American-Style India Pale Ale,8.2,66.0,11
1443,Black Market Brewing Company,Deception,Fruit Beer,4.5,16.0,3
1444,Lady Justice Brewing,Deconstruction,American-Style Pale Ale,5.5,34.7,4
1445,Carton Brewing Co,Decoy,Herb and Spice Beer,12.0,28.0,9
1446,Taxman Brewing Company,Deduction,Belgian-Style Dubbel,8.0,22.0,22
1447,Boulevard Brewing Company,Deep Dive Wet-Hopped Ale,"Fresh ""Wet"" Hop Ale",8.5,60.0,16
1448,Deep Ellum Brewing Company,Deep Ellum IPA,American-Style India Pale Ale,7.0,70.0,6
1449,Flying Monkeys Craft Brewery,Deep Tracks,American-Style Brown Ale,6.2,40.0,41
1450,June Lake Brewing,Deer Beer Brown Ale,American-Style Brown Ale,5.8,24.0,21
1451,Mad Fox Brewing Company,Defender American Pale Ale,American-Style Pale Ale,5.2,60.0,22
1452,Fort Collins Brewery,"Deiter, Dunkel Lager",South German-Style Dunkel Weizen / Dunkel Weissbier,8.0,22.0,30
1453,Rip Current Brewing,Delaminator Doppelbock,German-Style Doppelbock,8.0,23.0,25
1454,Stone Brewing,Delicious IPA,American-Style India Pale Ale,7.7,75.0,9
1455,Magic Hat Brewing Company,Demo,American-Style India Pale Ale,6.0,45.0,41
1456,Max Lager's Wood-Fired Grill & Brewery,Demon D'Or,Belgian-Style Tripel,11.5,35.0,5
1457,Black Bear Microbrew,Demon Stout,American-Style Stout,4.9,40.0,40
1458,Cademon Brewing Co.,Demonic Stout,Sweet or Cream Stout,6.0,27.0,29
1459,Mill House Brewing Company,Derailleur,American-Style Black Ale,6.0,63.0,24
1460,Laurelwood Brewing Company,Deranger Imperial Red Ale,Imperial Red Ale,8.6,100.0,22
1461,Joseph James Brewing Co. Inc.,Desert Snow,Pale American-Belgo-Style Ale,4.7,65.0,4
1462,Coachella Valley Brewing Co.,Desert Swarm,Specialty Honey Lager or Ale,7.8,20.0,7
1463,Destin Brewery,Destin Ale,Golden or Blonde Ale,5.0,14.0,4
1464,Uinta Brewing Company,Detour,Imperial or Double India Pale Ale,9.5,95.0,15
1465,Brasserie du Bocq,Deugniet,Belgian-Style Blonde Ale,7.5,25.0,9
1466,Opposition Brewing Company,Devastated Sky,American-Style Stout,6.1,105.1,41
1467,Magic Hat Brewing Company,deVEILed,American-Style Amber/Red Ale,5.2,37.0,17
1468,Oskar Blues Brewery,Deviant Dale’s,American-Style India Pale Ale,8.0,85.0,25
1469,Founders Brewing Company,Devil Dancer,Imperial or Double India Pale Ale,12.0,112.0,23
1470,Laughing Dog Brewing,Devil Dog Imperial IPA,Imperial or Double India Pale Ale,10.8,99.0,7
1471,Church Street Brewing Company,Devil's Advocate,Belgian-Style Pale Strong Ale,8.8,27.0,8
1472,Real Ale Brewing Company,Devil's Backbone,Belgian-Style Tripel,8.1,35.0,6
1473,DuClaw Brewing Company,Devil's Due,Wood- and Barrel-Aged Dark Beer,11.0,75.0,41
1474,DuClaw Brewing Company,Devil's Milk,American-Style Barley Wine Ale,10.6,66.0,25
1475,Alligator Brewing,Devil's Millhopper IPA,American-Style India Pale Ale,6.66,63.0,8
1476,Aviator Brewing Company,Devils Tramping Ground Tripel,Belgian-Style Tripel,9.2,31.0,5
1477,Bur Oak Brewing Company,DeVine IPA,English-Style India Pale Ale,5.8,68.0,14
1478,Sixpoint Brewery,Diesel,American-Style Stout,6.3,69.0,33
1479,Powerhouse Brewing,Diesel Oil Stout,American-Style Stout,6.6,33.0,41
1480,1933 Brewing Company,Dillinger Pale Ale,American-Style Pale Ale,5.5,41.0,6
1481,Wolf's Ridge Brewing,Dire Wolf,American-Style Imperial Stout,10.4,70.0,41
1482,Rogue Ales,Dirtoir Black Lager,German-Style Schwarzbier,6.0,35.0,41
1483,Founders Brewing Company,Dirty Bastard,Scotch Ale,8.5,50.0,33
1484,Pelican Brewing Company,Dirty Bird IPA,American-Style India Pale Ale,7.0,65.0,29
1485,Twisted Spike Brewing Company,Dirty Blonde,Belgian-Style Blonde Ale,6.2,24.0,4
1486,Snowy Mountain Brewery,Dirty Blonde,Golden or Blonde Ale,5.0,40.7,6
1487,Great South Bay Brewery,Dirty Deeds Russian Imperial Stout,American-Style Imperial Stout,10.0,70.0,35
1488,Barley Island Brewing Company,Dirty Helen Brown Ale,American-Style Brown Ale,5.2,25.0,21
1489,Riverport Brewing Company,Dirty Larry,Specialty Honey Lager or Ale,4.7,11.2,2
1490,NoDa Brewing Company,Dirty Monkey,South German-Style Dunkel Weizen / Dunkel Weissbier,5.4,17.5,26
1491,Olde Burnside Brewing Company,Dirty Penny Ale,American-Style Black Ale,5.0,30.0,35
1492,Bombshell Beer Company,Dirty Secret Stout  - Dry Irish Batch,American-Style Stout,4.98,27.4,21
1493,Blue Skye Brewery and Eats,Dirty ‘Ol Stout,American-Style Stout,5.8,23.0,35
1494,Icicle Brewing Company,Dirtyface Amber,German-Style Märzen,5.0,21.0,11
1495,Platform Beer Co.,Disco Godfather,Contemporary Gose,4.0,4.0,20
1496,Category 12,Disruption,American-Style Black Ale,6.7,77.0,21
1497,Steel Toe Brewing,Dissent,American-Style Black Ale,7.0,50.0,41
1498,Atlas Brew Works,District Common,California Common Beer,5.1,35.0,12
1499,Cellar Dweller,Ditz,Session India Pale Ale,4.5,43.0,3
1500,Copper Canyon Brewing Co.,Diver Down Double IPA,Imperial or Double India Pale Ale,7.6,75.0,10
1501,Red Brick Brewing Company,Divine Bovine,Specialty Stouts,6.0,25.7,34
1502,Big Beach Brewing,Dixie's Heart Red ALe,Irish-Style Red Ale,5.0,23.0,13
1503,Pinellas Ale Works,Doberman,American-Style Brown Ale,4.8,23.0,24
1504,The Explorium Brewpub,Doc Rae Scotch Ale,Scotch Ale,8.7,30.0,16
1505,Crystal Springs Brewing Co,Doc's Porter,Robust Porter,7.3,38.4,27
1506,Lake Norman Brewing Company,Dockside Blonde Ale,Golden or Blonde Ale,4.3,23.0,4
1507,Bad Tom Smith Brewing,Doc’s Kentucky Common,Historical Beer,5.4,21.0,12
1508,Phantom Ales and Ciders,Doel,Belgian-Style Pale Ale,6.0,24.4,8
1509,450 North Brewing Company,Dog Day Brown English Brown Ale,English-Style Brown Ale,4.8,20.0,24
1510,Red Brick Brewing Company,Dog Days,South German-Style Hefeweizen / Hefeweissbier,4.1,12.0,4
1511,Barley Forge Brewing Co.,Dog Days,American-Style Märzen / Oktoberfest,5.6,26.0,35
1512,Prairie Sun Brewery,DOG PATCH,American-Style Pale Ale,5.5,35.0,9
1513,Roosterfish Brewing Co.,Dogtooth Pale Ale,American-Style Pale Ale,6.5,46.3,13
1514,Venice Duck Brewery,Dogtown Duck IPA,American-Style India Pale Ale,6.8,93.0,12
1515,Birdsong Brewing Co.,Doin' Thyme Witbier,Herb and Spice Beer,4.3,15.0,3
1516,Simpleton Craft Ales,Dolores Day,American-Style India Pale Ale,4.5,46.0,3
1517,Unibroue,Don De Dieu,Belgian-Style Tripel,9.0,10.5,5
1518,Engine 15 Brewing Company,Doolittle Saison,French & Belgian-Style Saison,8.0,19.0,5
1519,Maui Brewing Co.,Doppel Shot Doublebock,German-Style Doppelbock,8.2,40.0,16
1520,Lagunitas Brewing Company,Doppel Sticky,German-Style Altbier,7.7,66.0,5
1521,Blue Stallion Brewing Company,Doppelbock,German-Style Doppelbock,8.5,22.0,21
1522,Goliad Brewing Company,Doppelbock,German-Style Doppelbock,7.1,19.5,20
1523,Backcountry Brewery,Dopplebock,German-Style Doppelbock,7.5,35.0,30
1524,Fort Collins Brewery,DoppleBock,German-Style Doppelbock,7.8,34.0,11
1525,Ballast Point Brewing Company,Dorado Double IPA,Imperial or Double India Pale Ale,10.0,90.0,8
1526,Scarlet Lane Brewing Company,Dorian Stout with  Coconut,American-Style Stout,5.1,35.0,41
1527,Scarlet Lane Brewing Company,Dorian Stout with Espresso,American-Style Stout,5.5,42.0,41
1528,Great Lakes Brewing Company,Dortmunder Gold Lager,Dortmunder / European-Style Export,5.8,30.0,3
1529,"Berghoff Brewery, Inc",DortWunder Lager,Dortmunder / European-Style Export,5.5,26.0,8
1530,Yazoo Brewing Company,Dos Perros,American-Style Brown Ale,3.5,21.0,13
1531,Glenwood Canyon BrewPub,Dos Rios Vienna Lager,Vienna-Style Lager,6.0,25.0,23
1532,DESTIHL Brewery,Dosvidanya,American-Style Imperial Stout,12.5,84.0,41
1533,Braman Brewing Company,Double Action,Imperial or Double India Pale Ale,10.3,114.0,14
1534,Boston Beer Company,Double Agent IPL,American-Style Lager,5.0,43.0,10
1535,Long Trail Brewing Co,Double Bag,German-Style Altbier,7.2,39.0,21
1536,Kelsen Brewing Company,Double Battle Axe,Imperial or Double India Pale Ale,9.0,80.0,5
1537,The Saint Louis Brewery (Schlafly),Double Bean Blonde,Golden or Blonde Ale,6.3,25.0,6
1538,Cosmos Brewing,Double Black Hole,Imperial or Double India Pale Ale,10.2,168.0,41
1539,Heavy Seas Beer,Double Cannon,Imperial or Double India Pale Ale,9.5,90.0,19
1540,Lancaster Brewing Company,Double Chocolate Milk Stout,Sweet or Cream Stout,6.8,33.0,40
1541,Rogue Ales,Double Chocolate Stout,Sweet or Cream Stout,8.7,50.0,41
1542,Fort Collins Brewery,Double Chocolate Stout,American-Style Imperial Stout,8.1,48.0,41
1543,Funk Brewing Company,Double Citrus IPA,Imperial or Double India Pale Ale,8.0,80.0,17
1544,Alvarado Street Brewery & Grill,Double Cone,Imperial or Double India Pale Ale,9.1,100.0,6
1545,Backwoods Brewing Company,Double Cutt IIPA,Imperial or Double India Pale Ale,8.5,65.0,4
1546,Speakeasy Ales and Lagers,Double Daddy,Imperial or Double India Pale Ale,8.5,100.0,15
1547,Firestone Walker Brewing Company,Double DBA,Special Bitter or Best Bitter,12.0,29.0,27
1548,Triton Brewing Company,Double Deadeye,American-Style Imperial Stout,9.0,65.0,41
1549,Double Dizzy Brewery,Double Dizzy Russian Imperial Stout,Specialty Stouts,8.2,30.0,41
1550,Fort Collins Brewery,Double Down,American-Style India Pale Ale,5.5,50.0,35
1551,Upland Brewing Company,Double Dragonfly Imperial IPA,Imperial or Double India Pale Ale,9.1,80.0,12
1552,WeldWerks Brewing Co.,Double Dry Hopped Juicy Bits,American-Style India Pale Ale,6.7,55.0,6
1553,Double Barley Brewing,Double Dubbel,Belgian-Style Dubbel,8.4,38.5,25
1554,Lolo Peak Brewing Company,Double Eagle Scotch Ale,Scotch Ale,6.8,14.0,34
1555,Caldera Brewing,Double Hemp Brown Ale,American-Style Brown Ale,8.0,23.0,26
1556,Wabasha Brewing Company,Double Implosion,Imperial or Double India Pale Ale,7.9,74.0,9
1557,pFriem Family Brewers,Double IPA,Imperial or Double India Pale Ale,9.0,95.0,9
1558,Shannon Brewing Company,Double IPA,Imperial or Double India Pale Ale,8.2,70.0,18
1559,Six Row Brewing Company,Double IPA,Imperial or Double India Pale Ale,8.4,68.0,8
1560,TableRock Brewpub and Grill,Double IPA,Imperial or Double India Pale Ale,9.5,115.0,9
1561,Dangerous Man Brewing Company,Double IPA,Imperial or Double India Pale Ale,11.3,87.0,6
1562,Station 26 Brewing Co.,Double IPA No. 2,Imperial or Double India Pale Ale,5.4,100.0,7
1563,Firestone Walker Brewing Company,Double Jack,Imperial or Double India Pale Ale,9.5,85.0,8
1564,Three Pints Brewing Co.,Double O Face Amber,American-Style Amber/Red Ale,8.6,42.5,18
1565,Carver Brewing Company,Double Red Ale,Double Red Ale,7.9,70.0,29
1566,Weyerbacher Brewing Company,Double Simcoe IPA,Imperial or Double India Pale Ale,9.0,90.0,25
1567,Old Bust Head Brewing Co.,Double Sparkle,Imperial or Double India Pale Ale,8.4,72.0,6
1568,Green Flash Brewing Company,Double Stout,American-Style Stout,8.8,45.0,41
1569,The Dayton Beer Company,Double Strong Stout,Specialty Stouts,8.6,60.0,41
1570,Sixpoint Brewery,Double Sweet Action,Strong Ale,9.8,75.0,16
1571,Aviator Brewing Company,Double Ugly Rye Pale Ale,Rye Ale or Lager with or without Yeast,6.5,148.0,12
1572,JDub's Brewing Company,Double Up,Imperial or Double India Pale Ale,8.0,75.0,6
1573,Boulevard Brewing Company,Double Wide I.P.A.,Imperial or Double India Pale Ale,8.5,71.0,17
1574,7th Settlement Brewery,Dover's Black Day Porter,Robust Porter,5.4,39.0,41
1575,DESTIHL Brewery,Downstate Pale Ale,American-Style Pale Ale,5.2,54.0,11
1576,Lost Province Brewing Co,Downtown Nut Brown,English-Style Brown Ale,4.5,23.0,17
1577,Pollyanna Brewing Company,DR PANGLOSS,American-Style Black Ale,6.6,69.0,35
1578,Tap & Screw Brewery,Dr. Kool,American-Style India Pale Ale,6.8,73.0,20
1579,High Hops Brewery,Dr. Pat's IPA,Imperial or Double India Pale Ale,8.6,92.0,10
1580,"Four Fathers Brewing, LLC",Dr. Terminus,American-Style Pale Ale,5.2,45.0,12
1581,Meadowlark Brewing,Draco,Other Belgian-Style Ales,8.5,75.0,16
1582,Evil Czech Brewery,Dracula's Bite Black IPA,American-Style Black Ale,7.7,66.0,30
1583,New Holland Brewing Company,Dragon's Milk,American-Style Imperial Stout,11.0,31.0,41
1584,New Holland Brewing Company,Dragon's Milk Reserve Vanilla Chai,American-Style Imperial Stout,11.0,30.0,41
1585,Upland Brewing Company,Dragonfly IPA,American-Style India Pale Ale,6.7,65.0,10
1586,Carrollwood Brewing Company,Dragons Blood,French & Belgian-Style Saison,8.1,47.7,8
